Region	Source	2MASS/SSTc2d	RA	Dec	EDR3_plx	EDR3_err_plx	EDR3_dist_pc	EDR3_RUWE	EDR3_Dist_PPVII	PM_EDR3_mas	Disk	Disk_Flag	Observatory	Freq_GHz	Wavelength	Beam_arcsec	RMS_mJy/beam	Survey_Ref	Flux_mJy	eFlux_mJy	Flux_mJy_Standardized	Mdust_Mearth_Standardized	Standardized_Mdust_Mearth	Size_as	eSize_as	H20_lR68	H20_R68_arcsec	H20_R68_au_DR3							Notes	Object	dist_xs	SpT_xs	Teff_xs	Av_xs	Lstar_xs	logLacc_xs	Mstar_B15_xs	logMacc_B15_xs	Mstar_S00_xs	logMacc_S00_xs	Notes_xs	ref_xs	Source_check	Teff_HH14	Lstar_xs_DR3	logLacc_xs_DR3	Mstar_B15_xs_DR3	logMacc_B15_xs_DR3	Mstar_S00_xs_DR3	logMacc_S00_xs_DR3	Mstar_Fei_xs_DR3	logMacc_Fei_xs_DR3	Mstar_PPVII	logMacc_PPVII	notes_Macc_PPVII	dist_PPVII
rOph	J162711.2-244047	J16271117-2440466	16:27:11.200	-24:40:47.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 38.29]	[, 0.18]	[, 38.29]	[, 22.23]	22.23	[, ]	[, ]	--	--	#VALUE!						F		J162711.2-244047	--	--	--		--	--	--	--	--	--			J162711.2-244047	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162711.7-243832	J16271171-2438320	16:27:11.700	-24:38:32.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 1.74]	[, 0.16]	[, 1.74]	[, 1.01]	1.01	[, ]	[, ]	--	--	#VALUE!						F		J162711.7-243832	--	--	--		--	--	--	--	--	--			J162711.7-243832	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162712.1-243449	J16271213-2434491	16:27:12.100	-24:34:49.000	--	--	--	--	139	--	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 0.53]	[, 0.10]	[, 0.53]	[, 0.31]	0.31	[, ]	[, ]	--	--	#VALUE!						II		J162712.1-243449	139.4	M2	3560		0.1071519305	-2.09	0.43	-9.21	--	--	0	Testi+22	J162712.1-243449	3560	0.106	-2.092	0.432	-9.195	0.355	-9.109	0.43	-9.2	0.432	-9.195	--	139.4
rOph	J162713.3-244133	J16271326-2441337	16:27:13.300	-24:41:33.000	--	--	--	--	139	--	III	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 0.19]	[, 0.12]	[, <0.36]	[, <0.21]	<0.21	[, ]	[, ]	--	--	#VALUE!						III		J162713.3-244133	--	--	--		--	--	--	--	--	--			J162713.3-244133	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162713.7-241817	J16271372-2418168	16:27:13.700	-24:18:17.000	7.2888	0.2049	137.20	1.051	137.20	[-7.272, -27.348]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 6.18]	[, 0.18]	[, 6.18]	[, 3.50]	3.5	[, ]	[, ]	--	--	#VALUE!						II		J162713.7-241817	136.59	M0	3850		0.7244359601	-1.82	0.53	-8.68	--	--	1	Testi+22	J162713.7-241817	3900	0.73	-1.816	0.57	-8.699	0.615	-8.732	0.53	-8.67	0.57	-8.699	<	137.2
rOph	J162713.8-244332	J16271382-2443316	16:27:13.800	-24:43:32.000	7.1056	0.3615	140.73	1.065	140.73	[-6.466, -24.171]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 22.02]	[, 0.36]	[, 22.02]	[, 13.11]	13.11	[, ]	[, ]	--	--	#VALUE!						II		J162713.8-244332	145.45	M3	3415		0.389045145	-1.61	0.29	-8.23	--	--	0	Testi+22	J162713.8-244332	3410	0.364	-1.638	0.285	-8.255	0.3174	-8.302	0.3	-8.27	0.285	-8.255	--	140.73
rOph	J162714.5-242646	J16271450-2426460	16:27:14.500	-24:26:46.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 5.63]	[, 0.27]	[, 5.63]	[, 3.27]	3.27	[, ]	[, ]	--	--	#VALUE!						F		J162714.5-242646	--	--	--		--	--	--	--	--	--			J162714.5-242646	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162715.1-245139	J16271513-2451388	16:27:15.100	-24:51:39.000	7.3456	0.0235	136.14	1.139	136.14	[-6.145, -28.184]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, -0.24]	[, 0.14]	[, <0.42]	[, <0.23]	<0.23	[, ]	[, ]	--	--	#VALUE!						II		J162715.1-245139	138.18	M2	3560		0.2398832919	-99	0.38	-99	--	--	-99	Testi+22	J162715.1-245139	3560	0.232	-99.01	0.378	-105.8	0.3824	-105.8	0.4	-105.91	0.378	-105.8	--	136.14
rOph	J162715.4-242640	J16271545-2426398	16:27:15.400	-24:26:40.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 7.28]	[, 0.14]	[, 7.28]	[, 4.23]	4.23	[, ]	[, ]	--	--	#VALUE!						F		J162715.4-242640	--	--	--		--	--	--	--	--	--			J162715.4-242640	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162715.4-242640 b	J16271545-2426398	16:27:15.400	-24:26:40.000	--	--	--	--	139	--	b	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 4.08]	[, 0.30]	[, 4.08]	[, 2.37]	2.37	[, ]	[, ]	--	--	#VALUE!						b		J162715.4-242640	--	--	--		--	--	--	--	--	--			J162715.4-242640 b	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162715.5-243054	J16271551-2430536	16:27:15.500	-24:30:54.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, -0.10]	[, 0.15]	[, <0.45]	[, <0.26]	<0.26	[, ]	[, ]	--	--	#VALUE!						F		J162715.5-243054	--	--	--		--	--	--	--	--	--			J162715.5-243054	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162715.9-242514	J16271588-2425141	16:27:15.900	-24:25:14.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 4.25]	[, 0.13]	[, 4.25]	[, 2.47]	2.47	[, ]	[, ]	--	--	#VALUE!						F		J162715.9-242514	--	--	--		--	--	--	--	--	--			J162715.9-242514	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162716.4-243114	J16271643-2431145	16:27:16.400	-24:31:14.000	--	--	--	--	139	--	I	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 19.54]	[, 0.12]	[, 19.54]	[, 11.35]	11.35	[, ]	[, ]	--	--	#VALUE!						I		J162716.4-243114	--	--	--		--	--	--	--	--	--			J162716.4-243114	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162717.6-240514	J16271758-2405136	16:27:17.600	-24:05:14.000	7.2435	0.0964	138.05	0.969	138.05	[-7.091, -26.674]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 10.50]	[, 0.12]	[, 10.50]	[, 6.01]	6.01	[, ]	[, ]	--	--	#VALUE!						II		J162717.6-240514	136.58	M1	3705		0.08317637711	-1.37	0.58	-8.68	--	--	0	Testi+22	J162717.6-240514	3720	0.084	-1.36	0.59	-8.685	0.4499	-8.567	0.58	-8.68	0.59	-8.685	--	138.05
rOph	J162717.6-242856	J16271757-2428562	16:27:17.600	-24:28:56.000	--	--	--	--	139	--	I	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 12.25]	[, 0.12]	[, 12.25]	[, 7.11]	7.11	[, ]	[, ]	--	--	#VALUE!						I		J162717.6-242856	--	--	--		--	--	--	--	--	--			J162717.6-242856	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162717.6-242856 b	J16271757-2428562	16:27:17.600	-24:28:56.000	--	--	--	--	139	--	b	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 1.30]	[, 0.15]	[, 1.30]	[, 0.75]	0.75	[, ]	[, ]	--	--	#VALUE!						b		J162717.6-242856	--	--	--		--	--	--	--	--	--			J162717.6-242856 b	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162717.6-242856 c	J16271757-2428562	16:27:17.600	-24:28:56.000	--	--	--	--	139	--	c	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 1.86]	[, 0.25]	[, 1.86]	[, 1.08]	1.08	[, ]	[, ]	--	--	#VALUE!						c		J162717.6-242856	--	--	--		--	--	--	--	--	--			J162717.6-242856 c	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162718.4-243915	J16271838-2439146	16:27:18.400	-24:39:15.000	--	--	--	--	139	--	I	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 29.03]	[, 0.21]	[, 29.03]	[, 16.86]	16.86	[, ]	[, ]	--	--	#VALUE!						I		J162718.4-243915	--	--	--		--	--	--	--	--	--			J162718.4-243915	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162718.5-242906	J16271848-2429059	16:27:18.500	-24:29:06.000	--	--	--	--	139	--	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 1.45]	[, 0.34]	[, 1.45]	[, 0.84]	0.84	[, ]	[, ]	--	--	#VALUE!						II		J162718.5-242906	139.4	M1.5	3632		1.071519305	-1.93	0.47	-8.51	--	--	1	Testi+22	J162718.5-242906	3640	1.065	-1.932	nan	nan	0.425	-8.546	0.35	-8.46	0.35	-8.46	<	139.4
rOph	J162719.2-242844	J16271921-2428438	16:27:19.200	-24:28:44.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 23.82]	[, 0.17]	[, 23.82]	[, 13.83]	13.83	[, ]	[, ]	--	--	#VALUE!						F		J162719.2-242844	--	--	--		--	--	--	--	--	--			J162719.2-242844	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162721.5-244143	J16272146-2441430	16:27:21.500	-24:41:43.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 14.34]	[, 0.12]	[, 14.34]	[, 8.33]	8.33	[, ]	[, ]	--	--	#VALUE!						F		J162721.5-244143	--	--	--		--	--	--	--	--	--			J162721.5-244143	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162721.8-242728	J16272183-2427275	16:27:21.800	-24:27:28.000	--	--	--	--	139	--	I	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, -0.09]	[, 0.18]	[, <0.54]	[, <0.31]	<0.31	[, ]	[, ]	--	--	#VALUE!						I		J162721.8-242728	--	--	--		--	--	--	--	--	--			J162721.8-242728	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162721.8-242953	J16272180-2429533	16:27:21.800	-24:29:53.000	--	--	--	--	139	--	I	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 5.40]	[, 0.39]	[, 5.40]	[, 3.14]	3.14	[, ]	[, ]	--	--	#VALUE!						I		J162721.8-242953	--	--	--		--	--	--	--	--	--			J162721.8-242953	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162723.0-244807	J16272297-2448071	16:27:23.000	-24:48:07.000	7.3402	0.0404	136.24	1.054	136.24	[-7.408, -26.305]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 0.20]	[, 0.17]	[, <0.51]	[, <0.28]	<0.28	[, ]	[, ]	--	--	#VALUE!						II		J162723.0-244807	139.05	M4.25	3233		0.3311311215	-99	0.22	-99	--	--	-99	Testi+22	J162723.0-244807	3137	0.317	-99.01	0.214	-105.4	0.2199	-105.4	0.2	-105.44	0.214	-105.4	--	136.24
rOph	J162724.6-242935	J16272463-2429353	16:27:24.600	-24:29:35.000	--	--	--	--	139	--	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, -0.08]	[, 0.10]	[, <0.30]	[, <0.17]	<0.17	[, ]	[, ]	--	--	#VALUE!						II		J162724.6-242935	--	--	--		--	--	--	--	--	--			J162724.6-242935	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162724.6-244103	J16272461-2441034	16:27:24.600	-24:41:03.000	--	--	--	--	139	--	I	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 4.64]	[, 0.12]	[, 4.64]	[, 2.69]	2.69	[, ]	[, ]	--	--	#VALUE!						I		J162724.6-244103	--	--	--		--	--	--	--	--	--			J162724.6-244103	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162726.2-241923	J16272622-2419229	16:27:26.200	-24:19:23.000	--	--	--	--	139	--	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 0.83]	[, 0.12]	[, 0.83]	[, 0.48]	0.48	[, ]	[, ]	--	--	#VALUE!						II		J162726.2-241923	139.4	M6	2990		0.0316227766	-2.98	0.09	-9.53	--	--	1	Testi+22	J162726.2-241923	2860	0.031	-2.982	0.06	-9.307	nan	nan	nan	nan	0.06	-9.307	<	139.4
rOph	J162726.3-244246	J16272628-2442461	16:27:26.300	-24:42:46.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 2.47]	[, 0.13]	[, 2.47]	[, 1.43]	1.43	[, ]	[, ]	--	--	#VALUE!						F		J162726.3-244246	--	--	--		--	--	--	--	--	--			J162726.3-244246	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162726.6-242554	J16272658-2425543	16:27:26.600	-24:25:54.000	7.2849	0.1060	137.27	1.036	137.27	[-8.536, -26.136]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 1.76]	[, 0.11]	[, 1.76]	[, 1.00]	1	[, ]	[, ]	--	--	#VALUE!						II		J162726.6-242554	139.15	M8	2710		0.01819700859	-99	0.04	-99	--	--	-99	Testi+22	J162726.6-242554	2670	0.017	-99.01	0.033	-105.1	nan	nan	nan	nan	0.033	-105.1	--	137.27
rOph	J162727.4-243117	J16272738-2431165	16:27:27.400	-24:31:17.000	5.7474	0.5701	173.99	1.344	173.99	[-6.876, -28.877]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, -0.05]	[, 0.16]	[, <0.48]	[, <0.44]	<0.44	[, ]	[, ]	--	--	#VALUE!						II		J162727.4-243117	139.4	M3	3415		0.660693448	-2.09	0.32	-8.6	--	--	1	Testi+22	J162727.4-243117	3410	1.029	-1.897	nan	nan	0.32	-8.339	nan	nan	0.32	-8.339	<	173.99
rOph	J162728.4-242721	J16272844-2427210	16:27:28.400	-24:27:21.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 1.84]	[, 0.19]	[, 1.84]	[, 1.07]	1.07	[, ]	[, ]	--	--	#VALUE!						F		J162728.4-242721	139.4	K7	4060		1.407620385	-1.215542828	0.68	-8.077787923	--	--	1	Testi+22	J162728.4-242721	4020	1.399	-1.218	0.631	-8.031	0.6949	-8.072	0.55	-7.98	0.55	-7.98	<	139.4
rOph	J162729.9-243336	J16272996-2433365	16:27:29.900	-24:33:36.000	--	--	--	--	139	--	III	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, -0.21]	[, 0.12]	[, <0.36]	[, <0.21]	<0.21	[, ]	[, ]	--	--	#VALUE!						III		J162729.9-243336	--	--	--		--	--	--	--	--	--			J162729.9-243336	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162730.2-242743	J16273018-2427433	16:27:30.200	-24:27:43.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 5.99]	[, 0.38]	[, 5.99]	[, 3.48]	3.48	[, ]	[, ]	--	--	#VALUE!						F		J162730.2-242743	139.4	K8	3989		3.545674638	-1.323828517	0.6	-7.915732413	--	--	1	Testi+22	J162730.2-242743	3900	3.525	-1.326	nan	nan	0.5975	-7.888	nan	nan	0.5975	-7.888	<	139.4
rOph	J162730.8-242456	J16273084-2424560	16:27:30.800	-24:24:56.000	7.0478	0.1815	141.89	1.046	141.89	[-5.853, -27.005]	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 2.02]	[, 0.15]	[, 2.02]	[, 1.22]	1.22	[, ]	[, ]	--	--	#VALUE!						F		J162730.8-242456	140.94	M3.25	3378		0.3006827644	-2.460591444	0.29	-9.128222002	--	--	1	Testi+22	J162730.8-242456	3355	0.304	-2.454	0.263	-9.061	0.2975	-9.115	0.27	-9.07	0.263	-9.061	<	141.89
rOph	J162730.9-242733	J16273091-2427331	16:27:30.900	-24:27:33.000	--	--	--	--	139	--	I	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, -0.05]	[, 0.14]	[, <0.42]	[, <0.24]	<0.24	[, ]	[, ]	--	--	#VALUE!						I		J162730.9-242733	--	--	--		--	--	--	--	--	--			J162730.9-242733	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162732.1-242943	J16273213-2429435	16:27:32.100	-24:29:43.000	--	--	--	--	139	--	F	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 4.44]	[, 1.13]	[, 4.44]	[, 2.58]	2.58	[, ]	[, ]	--	--	#VALUE!						F		J162732.1-242943	139.4	M6	2990		0.1958689285	-99	0.15	-99	--	--	-99	Testi+22	J162732.1-242943	2860	0.194	-99	nan	nan	0.115	-105.2	nan	nan	0.115	-105.2	--	139.4
rOph	J162732.6-243323	J16273267-2433239	16:27:32.600	-24:33:23.000	--	--	--	--	139	--	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, -0.31]	[, 0.12]	[, <0.36]	[, <0.21]	<0.21	[, ]	[, ]	--	--	#VALUE!						II		J162732.6-243323	139.4	M2	3560		0.2290867653	-1.99	0.38	-8.88	--	--	1	Testi+22	J162732.6-243323	3560	0.227	-1.992	0.385	-8.88	0.375	-8.868	0.4	-8.9	0.385	-8.88	<	139.4
rOph	J162732.7-244500	J16273272-2445004	16:27:32.700	-24:45:00.000	--	--	--	--	139	--	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, -0.14]	[, 0.12]	[, <0.36]	[, <0.21]	<0.21	[, ]	[, ]	--	--	#VALUE!						II		J162732.7-244500	--	--	--		--	--	--	--	--	--			J162732.7-244500	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162732.8-243235	J16273285-2432348	16:27:32.800	-24:32:35.000	--	--	--	--	139	--	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, -0.31]	[, 0.12]	[, <0.36]	[, <0.21]	<0.21	[, ]	[, ]	--	--	#VALUE!						II		J162732.8-243235	139.4	M3	3415		0.4897788194	-1.95	0.29	-8.52	--	--	1	Testi+22	J162732.8-243235	3410	0.486	-1.952	0.281	-8.501	0.3225	-8.56	0.28	-8.5	0.281	-8.501	<	139.4
rOph	J162733.1-244115	J16273311-2441152	16:27:33.100	-24:41:15.000	7.3235	0.1509	136.55	1.219	136.55	[-8.723, -25.805]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 27.30]	[, 0.27]	[, 27.30]	[, 15.30]	15.3	[, ]	[, ]	--	--	#VALUE!						II		J162733.1-244115	137.85	K5.5	4276		3.89045145	-0.4	1.14	-7.26	--	--	0	Testi+22	J162733.1-244115	4162	3.817	-0.408	nan	nan	0.875	-7.175	nan	nan	0.875	-7.175	--	136.55
rOph	J162736.2-240458	J16273615-2404576	16:27:36.200	-24:04:58.000	6.7906	0.4425	147.26	1.060	147.26	[-8.124, -24.809]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 0.48]	[, 0.11]	[, 0.48]	[, 0.31]	0.31	[, ]	[, ]	--	--	#VALUE!						II		J162736.2-240458	139.4	M5.5	3060		0.02691534804	-99	0.12	-99	--	--	-99	Testi+22	J162736.2-240458	2920	0.03	-98.95	0.073	-105.3	nan	nan	0.09	-105.48	0.073	-105.3	--	147.26
rOph	J162736.7-235827	J16273664-2358269	16:27:36.700	-23:58:27.000	6.4340	0.1507	155.42	1.022	155.42	[-7.638, -22.247]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 0.14]	[, 0.12]	[, <0.36]	[, <0.26]	<0.26	[, ]	[, ]	--	--	#VALUE!						II		J162736.7-235827	--	--	--		--	--	--	--	--	--			J162736.7-235827	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162737.2-244238	J16273724-2442380	16:27:37.200	-24:42:38.000	--	--	--	--	139	--	I	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 5.38]	[, 0.17]	[, 5.38]	[, 3.12]	3.12	[, ]	[, ]	--	--	#VALUE!						I		J162737.2-244238	--	--	--		--	--	--	--	--	--			J162737.2-244238	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
rOph	J162737.4-241755	J16273742-2417548	16:27:37.400	-24:17:55.000	7.2344	0.6290	138.23	1.134	138.23	[-5.091, -28.271]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 2.87]	[, 0.11]	[, 2.87]	[, 1.65]	1.65	[, ]	[, ]	--	--	#VALUE!						II		J162737.4-241755	139.4	M5.5	3060		0.0389045145	-2.5	0.13	-9.14	--	--	0	Testi+22	J162737.4-241755	2920	0.038	-2.507	0.076	-8.906	0.1	-9.024	0.09	-8.98	0.076	-8.906	--	138.23
rOph	J162738.3-235732	J16273832-2357324	16:27:38.300	-23:57:32.000	7.0866	0.0208	141.11	1.240	141.11	[-6.222, -26.210]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 5.25]	[, 0.13]	[, 5.25]	[, 3.14]	3.14	[, ]	[, ]	--	--	#VALUE!						II		J162738.3-235732	140.52	K5	4350		1.621810097	-99	0.98	-99	--	--	-99	Testi+22	J162738.3-235732	4210	1.635	-98.99	0.8	-105.9	0.9049	-105.9	0.69	-105.86	0.69	-105.86	--	141.11
rOph	J162738.3-243658	J16273832-2436585	16:27:38.300	-24:36:58.000	7.1705	0.1312	139.46	0.945	139.46	[-6.268, -25.180]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 25.37]	[, 0.15]	[, 25.37]	[, 14.83]	14.83	[, ]	[, ]	--	--	#VALUE!						II		J162738.3-243658	134.58	K5.5	4350		1.584893192	-1.18	0.98	-8.24	--	--	0	Testi+22	J162738.3-243658	4162	1.701	-1.149	0.757	-8.029	0.85	-8.079	0.65	-7.96	0.65	-7.96	--	139.46
rOph	J162738.6-243839	J16273863-2438391	16:27:38.600	-24:38:39.000	7.1591	0.3900	139.68	1.101	139.68	[-8.230, -25.674]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.98x0.74]	[, ??]	[, C-W+2019]	[, 1.37]	[, 0.12]	[, 1.37]	[, 0.80]	0.8	[, ]	[, ]	--	--	#VALUE!						II		J162738.6-243839	142.66	M7.5	2800		0.07413102413	-2.84	0.09	-9.09	--	--	0	Testi+22	J162738.6-243839	2720	0.071	-2.858	nan	nan	nan	nan	nan	nan	nan	nan	--	139.68
rOph	J162738.9-244020	J16273894-2440206	16:27:38.900	-24:40:20.000	--	--	--	--	139	--	I	0	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 39.50]	[, 0.19]	[, 39.50]	[, 22.94]	22.94	[, ]	[, ]	--	--	#VALUE!						I		J162738.9-244020	139.4	M2.5	3487		0.06348126136	-1.796404867	0.4	-8.96890968	--	--	0	Testi+22	J162738.9-244020	3485	0.063	-1.798	0.391	-8.953	0.295	-8.83	0.37	-8.93	0.391	-8.953	--	139.4
rOph	J162739.0-235818	J16273901-2358187	16:27:39.000	-23:58:18.000	7.0646	0.0198	141.55	1.288	141.55	[-6.669, -27.011]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 33.64]	[, 0.47]	[, 33.64]	[, 20.26]	20.26	[, ]	[, ]	--	0.21	29.7255						II		J162739.0-235818	139.92	K5	4350		1.584893192	-99	0.98	-99	--	--	-99	Testi+22	J162739.0-235818	4210	1.622	-98.98	0.8	-105.9	0.8999	-105.9	0.69	-105.85	0.69	-105.85	--	141.55
rOph	J162739.4-243915	J16273942-2439155	16:27:39.400	-24:39:15.000	7.3925	0.0505	135.27	1.043	135.27	[-6.195, -25.371]	II	1	[, ALMA]	[, 225.4]	[, 1.33]	[, 0.28x0.19]	[, 0.15]	[, C-W+2019]	[, 66.58]	[, 0.61]	[, 66.58]	[, 36.61]	36.61	[, ]	[, ]	--	0.42	56.8134						II		J162739.4-243915	137.02	M0	3850		1.122018454	-1.1	0.5	-7.84	--	--	0	Testi+22	J162739.4-243915	3900	1.093	-1.111	0.551	-7.892	0.595	-7.925	0.49	-7.84	0.551	-7.892	--	135.27
