,index,in_data,u,g,r,Ha,i,r.Ha.i,Rne,coherent,shape,best_filter,comment,ra,dec,ppvii_f,esplin_f,dunhmart_f,ppvii_i,esplin_i,dunhmart_i,class_duh,alpha0,Region,Source,2MASS/SSTc2d,RA,Dec,EDR3_plx,EDR3_err_plx,EDR3_dist_pc,EDR3_RUWE,EDR3_Dist_PPVII,PM_EDR3_mas,Disk,Disk_Flag,Observatory,Freq_GHz,Wavelength,Beam_arcsec,RMS_mJy/beam,Survey_Ref,Flux_mJy,eFlux_mJy,Flux_mJy_Standardized,Mdust_Mearth_Standardized,Standardized_Mdust_Mearth,Size_as,eSize_as,H20_lR68,H20_R68_arcsec,H20_R68_au_DR3,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Notes,Object,dist_xs,SpT_xs,Teff_xs,Av_xs,Lstar_xs,logLacc_xs,Mstar_B15_xs,logMacc_B15_xs,Mstar_S00_xs,logMacc_S00_xs,Notes_xs,ref_xs,Source_check,Teff_HH14,Lstar_xs_DR3,logLacc_xs_DR3,Mstar_B15_xs_DR3,logMacc_B15_xs_DR3,Mstar_S00_xs_DR3,logMacc_S00_xs_DR3,Mstar_Fei_xs_DR3,logMacc_Fei_xs_DR3,Mstar_PPVII,logMacc_PPVII,notes_Macc_PPVII,dist_PPVII,2MASS,WISE,Gaia,GP75RCrA,TS84,HBC,WMB97,CrAPMS,P98c,ISOCrA,RX,LEM2005b,FP2007,SHJ2008,GMM2009,PCB2011,OName,RAdeg,DEdeg,Ref-Pos,SpType,r_SpType,Adopt,GaiapmRA,e_GaiapmRA,GaiapmDec,e_GaiapmDec,plx,e_plx,RUWE,kin,r-med-geo,r-lo-geo,r-hi-geo,IRpmRA,e_IRpmRA,IRpmDec,e_IRpmDec,RVel,e_RVel,r_RVel,U,e_U,V,e_V,W,e_W,Gmag,e_Gmag,GBPmag,e_GBPmag,GRPmag,e_GRPmag,Jmag,e_Jmag,r_Jmag,Hmag,e_Hmag,r_Hmag,Kmag,e_Kmag,r_Kmag,3.6mag,e_3.6mag,f_3.6mag,4.5mag,e_4.5mag,f_4.5mag,5.8mag,e_5.8mag,f_5.8mag,8.0mag,e_8.0mag,f_8.0mag,24mag,e_24mag,f_24mag,W1mag,e_W1mag,f_W1mag,W2mag,e_W2mag,f_W2mag,W3mag,e_W3mag,f_W3mag,W4mag,e_W4mag,f_W4mag,Exc4.5,Exc8.0,Exc24,ExcW2,ExcW3,ExcW4,DiskType,Ak,f_Ak,radunhmart,decdunhmart,Name,alpha0dunhmart,alpha,dunham_alpha,source,source_id
400,400,True,no,no,no,no,no,no,1.0,,,,,285.4189580830778,-36.74239199910768,False,True,False,,326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19014055-3644320,WISEA J190140.56-364432.3,6.731220085150343e+18,0,0,0.0,0,0,0,0.0,1901.6-3644,0.0,0,0.0,0.0,72.0,0,285.418951,-36.742398,Gaia,M1,1,M1,0.492,0.677,-21.315,0.596,5.967,0.703,46.0,0,167.358,150.618,189.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.406,0.008,14.509,0.008,12.087,0.008,10.17,0.02,2MASS,9.27,0.02,2MASS,8.99,0.02,2MASS,9.03,0.02,0,8.719,0.02,0,8.67,0.02,0,0.0,0.0,out,8.477,0.031,0,8.847,0.023,0,8.73,0.021,0,8.676,0.031,0,8.559,0.335,0,N,0,N,N,N,N,III,0.18,J-H,,,,,,,,
401,401,True,prominent,prominent,prominent,prominent,prominent,prominent,5.0,y,diffuse,all,very bright star,285.4201490865074,-36.87619099908757,False,True,False,,327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19014081-3652337,WISEA J190140.82-365236.4,6.73120070625784e+18,0,1.1,287.0,185818.6-365650,11,R12,0.0,1901.6-3652,0.0,190140.81-365234.0,0.0,0.0,0.0,TY CrA,285.420142,-36.876197,Gaia,"B9e,F5,B8","20,16,19",B9,4.308,0.158,-31.801,0.141,6.285,0.172,8.16,N,159.134,155.101,163.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.232,0.004,9.646,0.012,8.555,0.009,7.49,0.02,2MASS,6.97,0.03,2MASS,6.67,0.02,2MASS,6.52,0.02,0,6.327,0.02,0,5.325,0.03,0,3.85,0.03,0,0.0,0.0,sat,0.0,0.0,false/ext,0.0,0.0,err,0.0,0.0,false/sat,0.0,0.0,false/off,Y,Y,0,0,0,0,full,0.51,J-H,,,,,,,,
402,402,True,no,no,no,no,no,no,1.0,,,,,285.4353390964029,-37.29501299883144,False,True,False,,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19014447-3717414,WISEA J190144.47-371741.7,6.718806628937346e+18,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,285.435332,-37.295019,Gaia,M6.5,1,M6.5,6.142,1.046,-27.718,0.898,5.621,1.003,1.14,0,191.485,155.456,225.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.575,0.009,21.615,0.221,19.077,0.044,15.43,0.01,VHS,14.3,0.04,2MASS,13.74,0.01,VHS,13.193,0.02,0,12.986,0.02,0,12.902,0.026,0,12.91,0.043,0,0.0,0.0,nodet,13.307,0.025,0,12.955,0.028,0,0.0,0.0,false,0.0,0.0,nodet,N,N,0,N,0,0,III,0.43,IR spec,,,,,,,,
403,403,True,no,no,no,no,faint,faint,3.0,y,tail,Ha,is it a point source in Ha? Not in Aladin,285.44545712061966,-38.22425499866104,False,True,False,,331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19014689-3813268,WISEA J190146.90-381327.1,6.718694586124956e+18,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,285.44545,-38.224261,Gaia,M5,1,M5,4.566,0.05,-26.878,0.044,6.567,0.05,1.04,Y,150.69,149.777,151.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.869,0.001,17.839,0.016,14.553,0.003,12.56,0.01,VHS,11.99,0.02,2MASS,11.68,0.02,2MASS,0.0,0.0,out,0.0,0.0,out,0.0,0.0,out,0.0,0.0,out,0.0,0.0,out,11.481,0.022,0,11.129,0.02,0,9.663,0.048,0,7.314,0.13,0,0,0,0,Y,Y,Y,full,0.05,IR spec,,,,,,,,
404,404,True,no,visible,visible,visible,visible,visible,4.0,y,arc,"g,r,i,Ha",star not visible,285.45192708606095,-36.95412599855218,False,True,False,,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19014846-3657148,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,190148.46-365714.5,0.0,4.0,20.0,0,285.45192,-36.954132,2MASS,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,12.49,0.15,2MASS,11.35,0.03,0,9.65,0.02,0,8.411,0.03,0,7.561,0.03,0,0.0,0.0,nodet/unres,0.0,0.0,nodet/unres,0.0,0.0,nodet/unres,0.0,0.0,nodet/unres,0.0,0.0,nodet/unres,Y,Y,0,0,0,0,0/I,0.0,0,,,,,,,,
405,405,True,no,faint,faint,faint,faint,faint,3.0,y,"filament, large scale","g,r,i,Ha","distant from star, large scale",285.45573108718247,-37.00807199848822,False,True,False,,334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19014936-3700285,WISEA J190149.36-370029.4,6.731194723363918e+18,0,0,0.0,185826.8-370450,0,0,0.0,0,468.0,190149.35-370028.6,49.0,0.0,0.0,LS-RCrA 2,285.455724,-37.008078,Gaia,"M4.5,M6,M4,M3.5","1,18,13,11",M4.5,5.95,0.056,-28.691,0.047,6.532,0.048,1.06,Y,151.931,150.93,152.863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.68,0.001,17.512,0.016,14.394,0.002,12.51,0.01,VHS,11.89,0.02,2MASS,11.6,0.02,2MASS,11.36,0.02,0,11.202,0.02,0,11.33,0.02,0,11.208,0.02,0,0.0,0.0,nodet,11.641,0.122,0,11.597,0.108,0,0.0,0.0,nodet,0.0,0.0,false/ext,N,N,0,N,0,0,III,0.0,IR spec,,,,,,,,
406,406,True,no,no,no,no,no,no,3.0,y,,,region of nebulosity but star not visible,285.45989508517124,-36.94417399841824,False,True,False,,335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19015037-3656390,WISEA J190150.56-365638.5,0.0,0,2.3,0.0,185828.2-370058,0,0,0.0,0,0.0,190150.45-365638.1,0.0,5.0,42.0,0,285.459888,-36.94418,2MASS,"M2,K7-M4","21,16",M2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.69,0.36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.68,0.01,VHS,0.0,0.0,0,11.11,0.01,VHS,8.85,0.02,0,7.888,0.02,0,7.095,0.02,0,6.485,0.03,0,3.077,0.05,0,8.412,0.022,diff,7.391,0.018,diff,4.754,0.014,diff,0.0,0.0,false/ext,Y,Y,Y,Y,Y,0,full,2.88,J-K,,,,,,,,
407,407,True,no,no,no,no,no,no,1.0,,,,,285.4599910780572,-36.67308099841663,False,True,False,,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19015039-3640226,WISEA J190150.38-364023.0,6.731220703626867e+18,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,285.459984,-36.673087,Gaia,M4,1,M4,4.069,0.049,-26.758,0.042,6.358,0.048,1.02,Y,155.873,154.436,157.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.789,0.002,17.774,0.012,14.472,0.003,12.42,0.01,VHS,11.59,0.02,2MASS,11.27,0.02,2MASS,11.051,0.02,0,10.922,0.02,0,0.0,0.0,out,0.0,0.0,out,0.0,0.0,nodet,11.101,0.023,0,10.896,0.021,0,10.612,0.099,bl,0.0,0.0,nodet/unres,N,0,0,N,N,0,III,0.13,IR spec,,,,,,,,
408,408,True,no,no,no,no,no,no,2.0,y,diffuse,"g,r,Ha","region of nebulosity, star not visible",285.4611650857332,-36.9693309983969,False,True,False,,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19015067-3658096,WISEA J190150.72-365809.6,0.0,0,2.6,0.0,185828.3-370230,0,0,0.0,0,0.0,190150.66-365809.9,0.0,0.0,0.0,V710 CrA;[NWA2005] SMM 3,285.461158,-36.969337,2MASS,K5-M0,21,K7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.17,0.01,VHS,11.13,0.03,2MASS,7.62,0.04,2MASS,5.163,0.02,0,4.138,0.02,0,2.436,0.02,0,3.462,0.02,0,0.0,0.0,sat,4.824,0.074,0,0.0,0.0,err,0.017,0.188,0,0.0,0.0,sat,Y,Y,Y,Y,Y,Y,flat/I,2.16,J-H,,,,,,,,
409,409,True,no,no,no,no,no,no,1.0,,,,,285.46593209091753,-37.180094998316825,False,True,False,,339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19015180-3710478,WISEA J190151.83-371047.5S,6.718807664024748e+18,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,[LSM2010] CrA J190151.7-371048.4,285.465925,-37.180101,Gaia,"M3.5,M4,M4.5","1,1,5",M4,4.633,0.062,-26.152,0.046,6.459,0.056,1.0,Y,153.107,151.838,154.298,0.0,0.0,0.0,0.0,0.22,0.06,2.0,-2.958,0.068,-16.711,0.151,-9.595,0.112,16.049,0.001,18.163,0.018,14.7,0.005,12.44,0.01,VHS,11.42,0.03,2MASS,11.05,0.03,2MASS,10.844,0.02,0,10.648,0.02,0,10.526,0.02,0,10.59,0.02,0,0.0,0.0,nodet/unres,10.634,0.022,bin,10.333,0.02,bin,9.887,0.063,bin,0.0,0.0,false/unres,N,N,0,N?,N?,0,III?,0.22,IR spec,,,,,,,,
410,410,True,no,no,no,no,no,no,3.0,y,,,"region of nebulosity, star not visible",285.4693450845812,-36.95004499825952,False,True,False,,341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,R2,0.0,185830.7-370124,0,0,0.0,0,0.0,190152.63-365700.2,0.0,0.0,0.0,0,285.469338,-36.950051,IRAC,M1-M5,16,M3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.06,0.04,FS18,14.56,0.01,FS18,11.76,0.01,VHS,9.793,0.06,0,8.894,0.08,0,8.04,0.11,0,7.526,0.181,0,0.0,0.0,nodet/unres,0.0,0.0,nodet/unres,0.0,0.0,nodet/unres,0.0,0.0,nodet/unres,0.0,0.0,nodet/unres,Y,Y,0,0,0,0,full,3.6,J-H,,,,,,,,
411,411,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,412,True,prominent,prominent,prominent,prominent,prominent,prominent,5.0,y,"diffuse, tail, irregular",all,,285.47370308429936,-36.95238899818638,False,True,False,,343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19015367-3657081,WISEA J190153.78-365709.1,6.731199293213061e+18,0,2.10,288.0,0,0,0,0.0,0,0.0,190153.67-365708.3,0.0,0.0,0.0,R CrA,285.473696,-36.952395,Gaia,"A5e,B5IIIpe","9,23",A5,7.62,0.542,-20.902,0.496,7.987,0.487,3.05,N,126.024,118.331,134.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.612,0.043,13.799,0.073,11.473,0.065,6.93,0.02,2MASS,4.95,0.02,2MASS,2.86,0.26,2MASS,1.669,0.02,0,1.063,0.02,0,0.644,0.02,0,-0.002,0.02,0,0.0,0.0,sat,0.0,0.0,sat,0.0,0.0,sat,-1.239,0.39,0,-4.016,0.002,0,Y,Y,0,0,Y,Y,full,1.81,J-H,,,,,,,,
413,413,True,prominent,prominent,prominent,prominent,prominent,prominent,5.0,y,"tail, irregular",all,,285.48047808386445,-36.95615799807273,False,True,False,,346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19015545-3657231,WISEA J190155.35-365722.4,0.0,0,R1,0.0,185832.8-370144,0,0,0.0,0,0.0,190155.31-365722.0,0.0,6.0,0.0,[NWA2005] SMM 1C,285.480471,-36.956164,IRAC,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,9.426,0.03,0,7.44,0.02,0,5.835,0.02,0,4.69,0.02,0,0.0,0.0,sat,0.0,0.0,nodet/ext,0.0,0.0,nodet/ext,0.0,0.0,nodet/ext,-2.588,0.003,bl,Y,Y,Y,0,0,Y,flat/I,0.0,0,,,,,,,,
414,414,True,no,no,no,no,no,no,2.0,,,,,285.4892440857241,-37.05326199792583,False,True,False,,348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19015741-3703117,WISEA J190157.42-370312.1,0.0,0,0,0.0,185834.7-370735,0,0,0.0,0,0.0,190157.46-370311.9,0.0,0.0,0.0,0,285.489237,-37.053268,2MASS,M5.5,1,M5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,0.01,VHS,14.11,0.01,FS18,13.19,0.04,2MASS,12.467,0.02,0,12.255,0.02,0,12.264,0.02,0,12.1,0.02,0,0.0,0.0,nodet,12.743,0.025,0,12.276,0.027,0,0.0,0.0,nodet,0.0,0.0,nodet,N,N,0,N,0,0,III,0.9,IR spec,,,,,,,,
415,415,True,no,faint,faint,faint,faint,faint,3.0,,,,"star not visible, region of nebulosity",285.4930840842164,-37.00743299786152,False,True,False,,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19015833-3700267,WISEA J190158.33-370027.1,0.0,0,0,0.0,185835.7-370450,0,0,0.0,0,0.0,190158.32-370027.5,32.0,0.0,0.0,0,285.493077,-37.007439,2MASS,M5,1,M5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19,0.01,FS18,15.3,0.01,FS18,13.67,0.01,VHS,12.467,0.02,0,12.095,0.02,0,11.87,0.02,0,11.921,0.021,0,0.0,0.0,nodet,12.776,0.025,0,12.238,0.028,0,0.0,0.0,nodet/ext,0.0,0.0,nodet/ext,N,N,0,N,0,0,III,2.2,IR spec,,,,,,,,
416,416,True,prominent,prominent,prominent,prominent,prominent,prominent,5.0,y,"arc, irregular",all,"very bright region, star not visible",285.493925082708,-36.95247199784745,False,True,False,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,WISE J190158.52-365708.8,0.0,0,0,0.0,185836.1-370131,0,0,0.0,0,0.0,0,0.0,10.0,43.0,[NWA2005] SMM 2,285.493918,-36.952478,IRAC,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,10.291,0.02,0,8.564,0.02,0,7.301,0.02,0,6.403,0.02,0,2.429,0.08,0,10.243,0.025,0,8.367,0.019,0,5.051,0.015,ext,0.0,0.0,false/ext,Y,Y,Y,Y,Y,0,flat/I,0.0,0,,,,,,,,
417,417,True,no,no,no,no,no,no,2.0,,,,,285.5005440844713,-37.039588997736665,False,True,False,,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19020012-3702220,WISEA J190200.12-370222.4,6.731194379766534e+18,0,0,0.0,185837.5-370645,0,0,0.0,0,0.0,0,30.0,0.0,73.0,0,285.500537,-37.039595,Gaia,"M3-M5,M4,M3.5","7,1,13",M4,5.396,0.039,-26.446,0.031,6.554,0.032,1.22,Y,151.172,150.511,152.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.916,0.001,16.539,0.005,13.679,0.002,11.86,0.03,2MASS,11.24,0.02,2MASS,11.0,0.03,2MASS,10.831,0.02,0,10.71,0.02,0,10.66,0.02,0,10.699,0.02,0,9.834,0.142,ext,10.891,0.023,0,10.723,0.021,0,10.48,0.109,ext,0.0,0.0,nodet,N,N,Y,N,N,0,debris/ev trans,0.05,IR spec,,,,,,,,
418,418,True,no,no,no,no,no,no,1.0,,,,,285.50365607628726,-36.73596299768462,False,True,False,,353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19020087-3644090,WISEA J190200.87-364409.3,6.731219535395753e+18,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,285.503649,-36.735969,Gaia,M5.5,1,M5.5,4.326,0.092,-26.63,0.083,6.435,0.089,0.92,Y,154.821,152.597,157.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.108,0.002,19.418,0.044,15.723,0.004,13.53,0.01,VHS,12.97,0.03,2MASS,12.65,0.03,2MASS,12.323,0.02,0,12.175,0.02,0,12.136,0.02,0,0.0,0.0,out,0.0,0.0,nodet,12.469,0.024,0,12.161,0.024,0,0.0,0.0,false,0.0,0.0,nodet,N,0,0,N,0,0,III,0.0,IR spec,,,,,,,,
419,419,True,no,no,no,no,no,no,1.0,,,,bright star,285.5082740862049,-37.1288609976074,False,True,False,,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19020197-3707435,WISEA J190201.98-370743.7,6.719183147242324e+18,a2,0,678.0,0,2,R03a,0.0,1902.0-3707,0.0,190201.92-370743.0,0.0,0.0,74.0,V702 CrA,285.508267,-37.128867,Gaia,G5e,2,G5,4.935,0.018,-25.809,0.014,6.536,0.018,1.05,Y,152.219,151.75,152.588,0.0,0.0,0.0,0.0,-0.51,0.31,1.0,-3.634,0.295,-16.204,0.046,-9.366,0.101,10.159,0.001,10.593,0.004,9.558,0.003,8.9,0.02,2MASS,8.48,0.04,2MASS,8.35,0.03,2MASS,8.399,0.02,0,8.376,0.02,0,8.28,0.02,0,8.293,0.02,0,8.118,0.022,0,8.275,0.023,0,8.283,0.021,0,8.023,0.022,ext,0.0,0.0,false/ext,N,N,N,N,N,0,III,0.1,J-H,,,,,,,,
420,420,True,no,no,no,no,no,no,1.0,,,,,285.5283310646863,-36.361741997272496,False,True,False,,355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19020680-3621418,WISEA J190206.79-362142.1,6.731251799189398e+18,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,285.528324,-36.361748,Gaia,A0IV,3,A0,4.334,0.023,-28.123,0.02,6.485,0.024,0.96,Y,153.342,152.744,153.939,0.0,0.0,0.0,0.0,2.6,0.84,2.0,-0.499,0.8,-18.048,0.07,-10.65,0.259,8.342,0.0,8.411,0.002,8.186,0.001,8.02,0.02,2MASS,7.99,0.04,2MASS,7.94,0.03,2MASS,0.0,0.0,out,0.0,0.0,out,0.0,0.0,out,0.0,0.0,out,0.0,0.0,out,7.895,0.024,0,7.915,0.02,0,7.305,0.019,0,4.812,0.032,0,0,0,0,N,Y,Y,evolved,0.05,J-H,,,,,,,,
421,421,True,no,no,no,no,no,no,2.0,,,,,285.53208408615666,-37.19895499720991,False,True,False,,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19020768-3711557,WISEA J190207.70-371156.1,6.719181905993948e+18,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,[LSM2010] CrA J190207.6-371156.5,285.532077,-37.198961,Gaia,M4.75,1,M4.75,3.825,0.269,-27.589,0.217,7.006,0.247,1.15,Y,142.678,137.509,148.117,0.0,0.0,0.0,0.0,-1.31,0.43,2.0,-4.126,0.431,-16.508,0.623,-8.208,0.429,18.597,0.003,20.925,0.24,17.054,0.01,14.09,0.01,VHS,13.09,0.03,2MASS,12.54,0.02,2MASS,11.975,0.02,0,11.828,0.02,0,11.758,0.02,0,11.79,0.02,0,0.0,0.0,nodet,12.177,0.023,bl,11.848,0.023,bl,0.0,0.0,nodet,0.0,0.0,nodet,N,N,0,N,0,0,III,0.41,IR spec,,,,,,,,
422,422,True,no,no,no,no,no,no,1.0,,,,,285.5403530744659,-36.77635299707213,False,True,False,,358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19020968-3646345,WISEA J190209.67-364634.7,6.731207509487315e+18,0,0,0.0,0,0,0,141.0,0,4108.0,0,0.0,0.0,0.0,0,285.540346,-36.776359,Gaia,M3.5,11,M3.5,4.457,0.057,-27.149,0.049,6.495,0.054,0.91,Y,152.898,151.658,154.04,0.0,0.0,0.0,0.0,1.63,0.05,2.0,-1.511,0.055,-17.346,0.147,-10.134,0.09,16.11,0.001,18.284,0.017,14.759,0.002,12.61,0.01,VHS,11.97,0.02,2MASS,11.63,0.02,2MASS,11.502,0.02,0,0.0,0.0,out,11.227,0.02,0,0.0,0.0,out,10.643,0.211,0,11.492,0.022,0,11.268,0.021,0,11.109,0.144,0,0.0,0.0,nodet,0,0,Y,N,N,0,debris/ev trans,0.0,J-H,,,,,,,,
423,423,True,no,no,no,no,no,no,1.0,,,,,285.5501160808956,-37.05273799690957,False,True,False,,359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19021201-3703093,WISEA J190211.95-370309.2,6.731194865102308e+18,0,0,0.0,185849.3-370733,0,0,143.0,0,0.0,190211.99-370309.4,14.0,27.0,28.0,0,285.550109,-37.052744,Gaia,"M4.75,M4.5","1,13",M4.75,5.567,0.131,-29.515,0.106,6.412,0.12,0.98,Y,154.413,151.69,156.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.403,0.002,19.907,0.065,15.932,0.005,13.4,0.01,VHS,12.58,0.03,2MASS,12.14,0.02,2MASS,11.691,0.02,0,11.398,0.02,0,11.092,0.02,0,10.485,0.02,0,7.947,0.02,0,11.615,0.023,bl,11.206,0.021,bl,9.51,0.046,bl,8.315,0.328,off,Y,Y,Y,Y,Y,Y,full,0.24,IR spec,,,,,,,,
